id	filename	md5	size	state
2a0cf378-9410-4946-8eca-1097de209c21	jhu-usc.edu_PRAD.HumanMethylation450.12.lvl-3.TCGA-HC-A6HY-01A-11D-A31M-05.gdc_hg38.txt	1c48dbcc2e5fc4bc99c5dd4ae0bb284a	141300202	release
fab03f33-f2ae-4783-b93f-c68958ea1ae4	jhu-usc.edu_PRAD.HumanMethylation450.5.lvl-3.TCGA-HC-8260-01A-11D-2261-05.gdc_hg38.txt	ff7212dc0cd9969393ddbf0b8bc47c98	141291836	released
635c96f3-142e-408f-ba52-3941616babd1	jhu-usc.edu_PRAD.HumanMethylation450.17.lvl-3.TCGA-V1-A8ML-01A-11D-A378-05.gdc_hg38.txt	bc00d6cccb80a150228e5bf011f18289	141286012	released
a4fd4100-6096-430e-8711-30c7a63c30cb	jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-VN-A88Q-01A-11D-A34V-05.gdc_hg38.txt	45f0b33f5bb603c56be0f6acfb5ab0df	141294202	released
4dda8cf7-77ed-43cb-9952-496104f5c008	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7744-01A-11D-2116-05.gdc_hg38.txt	e44a21f742bff99523a227a9f780804e	141299452	released
b273b380-0845-45fb-b0c6-ad3bfe1916d9	jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-ZG-A9L2-01A-31D-A41L-05.gdc_hg38.txt	758cfdce814e56276d5b7bf002dd6740	141290855	released
22cb1d20-d7f3-4941-8cd3-353a8b529680	jhu-usc.edu_PRAD.HumanMethylation450.10.lvl-3.TCGA-HC-A6AS-01A-11D-A30F-05.gdc_hg38.txt	3f596ecc05335da7e024df19e76f1aa9	141283278	released
6a3d26df-00bb-42e5-bf2d-e49a88f65f8e	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7317-11A-01D-2116-05.gdc_hg38.txt	86bc23853c56f4ccb29eb65a91fcc281	141295864	released
ce83331b-d5d2-4e58-ac2b-17f2d65806cb	jhu-usc.edu_PRAD.HumanMethylation450.17.lvl-3.TCGA-2A-A8W3-01A-11D-A378-05.gdc_hg38.txt	eb11ca8d0fa4e63e088f9e19efd76971	141286078	released
8229f781-ea34-4f39-b452-ed3a8df4172f	jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-M7-A722-01A-12D-A365-05.gdc_hg38.txt	b151c2d72a77d9e519233e2b2a22e0ca	141267271	released
9e75796b-840a-4e52-8db3-a1f8caf1c816	jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-X4-A8KQ-01A-12D-A365-05.gdc_hg38.txt	f3a08d89a9ea897d27182e165c3c3a67	141288916	released
7e34e269-6cb2-4449-bbf7-6ece9745f9f2	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HI-7170-01A-11D-2116-05.gdc_hg38.txt	3e4f07bd2f1ef542dccefef09107c010	141288502	released
7312ed06-e2ab-41f6-ba7f-d6734e362db0	jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5768-01A-11D-1578-05.gdc_hg38.txt	b59c2aa57cfc3bcfb3aeb379ff3c506f	141294145	released
64ddf60a-e229-4e4e-ae8b-48f2ae1c01ca	jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-XJ-A83H-01A-11D-A34V-05.gdc_hg38.txt	5cde47a63ee51df79ce14c208c4f422a	141280423	released
0620b111-ccea-4b04-8d87-754528178024	jhu-usc.edu_PRAD.HumanMethylation450.17.lvl-3.TCGA-YL-A9WJ-01A-11D-A378-05.gdc_hg38.txt	5a05a6f85529fc00b2acf99beb8fed94	141284107	released
ec77d9d2-efc1-4455-a37f-798e98b3988f	jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-EJ-5505-01A-01D-1578-05.gdc_hg38.txt	f94e5816bd127d20581ca15e0ec50199	141285323	released
c869e3dd-d67b-4be7-9b8a-93b657895da7	jhu-usc.edu_PRAD.HumanMethylation450.12.lvl-3.TCGA-J4-A6M7-01A-11D-A31M-05.gdc_hg38.txt	190ab42de82b4b48c40f55ff108ff417	141296685	released
c4469180-eb0a-4d3f-ac9b-b90ea3b3affb	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7742-11A-01D-2116-05.gdc_hg38.txt	2493fea286591ef35b0d5a3c9750fbab	141298984	released
f4deab3b-abbd-40f4-85aa-16e9807b9e78	jhu-usc.edu_PRAD.HumanMethylation450.12.lvl-3.TCGA-QU-A6IN-01A-11D-A31M-05.gdc_hg38.txt	7ec07a98402a581fd0ebad3c193a6ead	141288131	released
7956bfc3-754d-46aa-9718-395b6853fdc5	jhu-usc.edu_PRAD.HumanMethylation450.5.lvl-3.TCGA-G9-7519-01A-11D-2261-05.gdc_hg38.txt	2cc1d708e14fc8f4156c9c0dfb1da54c	141283642	released
5e213f91-a63f-4ea6-856e-0aba25655a5b	jhu-usc.edu_PRAD.HumanMethylation450.9.lvl-3.TCGA-J4-8200-01A-11D-A29T-05.gdc_hg38.txt	2a4fb3ae7e8b927b7bfbb1d4c9ac0fd3	141285061	released
b9fb2ab7-979a-4bee-9970-fb84802c01cc	jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5771-11A-01D-1578-05.gdc_hg38.txt	aca09999d9f61efc33ac300ffe593cd0	141298485	released
a6e1f7d7-06c4-4e30-b242-568c94d44508	jhu-usc.edu_PRAD.HumanMethylation450.13.lvl-3.TCGA-EJ-7325-01B-11D-A32C-05.gdc_hg38.txt	605542aff7083bf3eedb463c00d45a2e	141276129	released
ab194dba-26d9-48c6-b4d9-957ba0ad6685	jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-VP-A87H-01A-11D-A34V-05.gdc_hg38.txt	a6ec727fa6f1a5fb03bbfcbb0ec88fdf	141280822	released
45552bfa-b5fe-457c-ab7a-fec967b9015f	jhu-usc.edu_PRAD.HumanMethylation450.11.lvl-3.TCGA-KK-A6DY-01A-12D-A30Z-05.gdc_hg38.txt	f767ebc72d84b25047355ffbf65dc6fa	141287630	released
8a08b898-7ab5-4e15-8909-5ae2cb11ebf6	jhu-usc.edu_PRAD.HumanMethylation450.11.lvl-3.TCGA-G9-6498-01A-12D-A30Z-05.gdc_hg38.txt	6a2a2c84a54e0d351f73699ef981c57a	141285815	released
c03d97a7-4183-40be-acbd-4c1fec36fed9	jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-V1-A9ZG-01A-11D-A41L-05.gdc_hg38.txt	fa1fbf10f4df4d49a146bc9d52065280	141274835	released
4cb7a81d-07ed-4eb1-8fe7-77fb41ec523d	jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-V1-A9OQ-01A-11D-A41L-05.gdc_hg38.txt	be4441408146e6cd67f91724d090391b	141291969	released
a3064371-fa3b-4859-bacd-63fb7f9c9994	jhu-usc.edu_PRAD.HumanMethylation450.17.lvl-3.TCGA-2A-A8VV-01A-11D-A378-05.gdc_hg38.txt	bec291abac8d0b74c645b5b25dd03859	141294962	released
3b0937c5-9ee4-47f4-ae1e-08edad881b28	jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5746-01A-11D-1578-05.gdc_hg38.txt	be8113ed8d1ecd7abfdb7fbf028f5e21	141296105	released
852ef28b-3521-4d52-9f69-e8ac612be2da	jhu-usc.edu_PRAD.HumanMethylation450.3.lvl-3.TCGA-EJ-7123-01A-11D-1963-05.gdc_hg38.txt	dba596b63e294e4aa55a28f5ac42d159	141284285	released
05e02a56-cb79-4c7d-864b-8111d4738aa4	jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-MG-AAMC-01A-11D-A41L-05.gdc_hg38.txt	97a3c31f416e505abe3f37c0e800de87	141299277	released
